Taxa	ADW	FW	ML	pSL	RL	SL	TL
K10/FBHJ	0.940758225	0.616406139	0.159813511	0.437281077	0.454368526	0.406097544	0.436918372
78010/LH162	0.462854365	0.434629812	0.130865947	0.292149307	0.641032565	0.270790076	0.465520873
78010/han49	0.624985535	0.514529663	-0.025035949	0.478937258	0.725609514	0.405832164	0.57011359
F7584/huangchangb	0.812679427	0.315086577	-0.109607703	0.117238328	0.636965259	0.073191428	0.354216284
F7584/longkang1	1.883573809	1.299031016	0.331131657	0.971039258	1.3590588	0.878282683	1.107261956
F7584/E28	0.722686866	0.373936456	-0.095622426	0.325383992	0.917051188	0.25612502	0.563033731
F7584/A554	0.853456089	0.547873315	0.073958128	0.540258139	0.585855156	0.467374908	0.534594761
F7584/LH162	1.295350859	0.822073851	0.033277142	0.56901598	0.671569398	0.491614415	0.595832883
18/C521	1.207611952	0.682372101	0.142278537	0.495336696	0.79069602	0.441013515	0.621694519
18/M3	1.723830348	1.117138637	-0.032995481	0.519503502	1.277663463	0.435559577	0.822056163
18/MDF-13D	1.699765078	1.142118423	0.124209327	0.751735515	1.478622133	0.656459724	1.059145303
18/E8501	1.115164628	0.501538892	0.058514335	0.113895328	0.391557796	0.10191171	0.256173647
18/W968	1.846130713	1.156154515	0.209197211	0.826735829	1.375623891	0.744997405	1.05539242
18/LH162	1.505394132	1.184754383	0.129270246	0.525548014	0.787492519	0.469286025	0.640175611
18/zhangxi28	1.46150582	0.927026561	0.305200352	0.54923118	0.757335643	0.519800062	0.652302698
9702/equn3	0.794839322	0.335195693	-0.076057539	0.436194463	0.460221979	0.341358333	0.409309047
9702/longkang1	1.577025464	0.955615089	0.185122315	0.697491807	1.150643946	0.613084478	0.867180713
9702/84-126-15-1	0.877205111	0.301640164	0.122259283	0.215170093	0.502665493	0.154641154	0.310668331
9702/Lp215D	0.81035903	0.522418115	0.029946549	0.397578163	0.713021596	0.333985837	0.52903478
9702/LH162	0.762002079	0.356527333	0.121596338	0.275222417	0.249405998	0.249128821	0.253471927
9702/MO113	0.586291299	0.655487584	0.133046434	0.432437337	0.872936839	0.387053315	0.596992997
9702/PHG47	1.098250507	0.833379247	0.043987128	0.604765137	0.840959741	0.509547545	0.690991534
9702/han49	0.445308798	0.338842869	-0.024590437	0.223834911	0.372445734	0.178361823	0.284908042
2005/D1139	1.438737353	0.753687114	-0.199114727	0.535957743	1.07517701	0.382723386	0.731027821
2005/fu8701	1.640441457	0.877194605	-0.132120868	0.646164361	1.246829848	0.489402331	0.849802357
2005/Z31B	2.643319241	1.629651707	0.060179037	1.125380836	1.530601049	0.931944928	1.24837259
20837/2005	1.420687478	0.640906564	-0.16393583	0.523118118	0.620350534	0.388253316	0.524327021
20837/fu8701	1.211574475	0.517300314	0.140132675	0.429314282	0.616581581	0.382601866	0.510506345
mei68113/2005	1.499329654	0.742444586	0.088758095	0.824513894	1.327336592	0.688881243	1.014703833
mei68113/20837	1.57710754	0.992258819	0.108970626	0.7333826	0.769434889	0.634617137	0.717723356
chong72/20837	0.75077504	0.339345709	0.31633338	0.323198879	0.515340089	0.319305976	0.438097293
chong72/mei68113	1.136255488	0.773885724	0.133004096	0.659426623	0.799756541	0.590538453	0.712799739
91huang5/mei68113	1.871044613	1.473910396	0.149414722	1.206098227	1.171812862	1.035736536	1.098107817
91huang5/chong72	0.496596201	0.470547805	0.194271111	0.688431788	0.607726931	0.625995503	0.612069047
equn3/chong72	0.113713032	0.082076513	-0.037518938	0.225395468	0.310714997	0.179506603	0.256624647
equn3/SC11-1	0.39249721	0.241104353	0.156090979	0.260420139	0.368552758	0.248187857	0.319931129
xingK36/HBAI	0.663233647	0.23965688	0.137816453	0.413765677	0.45921826	0.370433809	0.429337191
xingK36/dan598	0.765662379	0.443196298	-0.064915057	0.538796047	0.620000276	0.428466393	0.550333493
xingK36/yu82	0.634266	0.112773301	0.031608351	0.30693384	0.369380951	0.260343084	0.333333327
equn4/xingK36	1.199852967	0.853899056	0.083445086	0.67251075	0.601454767	0.594001629	0.605614373
equn4/dan598	0.865222641	0.514051498	0.041405872	0.451591739	0.428097737	0.380997164	0.415150605
equn4/yu82	0.940425653	0.385789325	0.030776881	0.362843053	0.454749569	0.311570513	0.400745721
LH93/xingK36	0.510587115	0.297224332	0.340130723	0.357657596	0.495562942	0.349238208	0.440526587
LH93/equn4	0.592717103	0.143333826	0.3908181	0.194641435	0.234985976	0.206426748	0.230529353
LH93/yu82	0.47694737	0.144242964	0.314062484	0.306945825	0.351931272	0.30386696	0.336674097
C521/xingK36	0.7576777	0.486855169	0.095250976	0.53069629	0.735121706	0.460005229	0.622021902
C521/equn4	0.903492962	0.564372139	0.212236756	0.596435212	0.849756214	0.544909281	0.720597671
W9706/wu109	1.055526819	0.643393085	-0.103614466	0.472233264	0.521929426	0.396482438	0.474561465
BM/wu109	0.69258241	0.467054648	0.27372113	0.362049426	0.375156603	0.34866219	0.373364325
BM/W9706	0.682480292	0.346528052	0.272320934	0.378720263	0.55825591	0.366717569	0.472278902
BM/HHe01	0.999348603	0.67121143	0.452293019	0.748233357	0.995923211	0.712321189	0.867763725
huangchangb/wu109	0.64194458	0.156845959	0.369822653	0.174597036	0.203019667	0.203431419	0.210525126
huangchangb/BM	0.772800175	0.310159508	-0.04984171	0.279681285	0.608445669	0.235114641	0.422121981
niu2-1/75-364	0.436764678	0.29993614	0.058301253	0.184232045	0.791746594	0.172207297	0.44743661
niu2-1/S311	0.705454347	0.422082808	0.121542174	0.249510334	0.643909763	0.229723088	0.444347162
niu2-1/MBUB	0.479243618	0.291699671	0.12152609	0.220694993	0.755369579	0.210421185	0.48086158
99122/S311	0.573325655	0.463047281	0.140454437	0.297008373	0.559799101	0.280290844	0.425883486
99122/MBUB	1.217679093	1.150107612	-0.083686231	0.496599916	0.932145033	0.408373892	0.677718702
PHK93/HB8229	1.072576433	0.720127966	-0.034710147	0.514583935	0.527327194	0.423569619	0.489817058
PHK93/MDF-13D	0.686554355	0.545879154	0.157395575	0.401838034	0.658252572	0.356837197	0.520413769
PHK93/zhong451	0.752262042	0.352632583	0.491326611	0.280437776	0.740637072	0.304494531	0.509050802
SC-14/PHK93	0.727383813	0.473538807	0.355897121	0.462551883	0.604550673	0.448474485	0.5380774
SC-14/MDF-13D	0.443609252	0.236840367	0.31980099	0.28660069	0.536498545	0.292995451	0.430771162
SC-14/zhong451	0.573101573	0.197559205	0.598224388	0.253159933	0.614451303	0.290409911	0.448602216
M3/PHK93	0.582020264	0.279066585	0.110554519	0.275269966	0.651922201	0.246636291	0.450386527
M3/SC-14	0.627989343	0.329550986	0.126278814	0.193165633	0.300720521	0.181732105	0.246290586
M3/zhong451	1.270598716	0.717149806	0.335520389	0.551624716	1.582507634	0.530570501	0.973095767
SW153/PHK93	-0.073958505	0.011749078	-0.209680864	0.033996558	0.285452386	-0.003871237	0.158237306
SW153/M3	0.135130992	0.120054531	-0.27641617	0.019676343	0.265977379	-0.023638045	0.13001136
ji833/7236	1.680858744	1.097266279	0.265592096	0.883939786	1.09265127	0.794280424	0.953872262
ji833/xun971	1.485713733	0.98837027	-0.118455022	0.781497093	0.81572367	0.645404969	0.742681338
ji833/yue39-4	1.893881133	1.507782864	0.050950345	0.875041756	1.322060846	0.761855642	1.047818837
qi35/yue39-4	0.350379088	0.229397283	0.411432859	0.203175372	0.417955144	0.225361479	0.323500885
GN4095/7236	1.795571945	1.283494166	-0.078624535	0.80617892	1.171073957	0.647548316	0.908201768
GN4095/qi35	1.096001924	0.620456635	0.199422866	0.414118794	0.531258457	0.396539789	0.45572936
chang72/ji833	0.764525738	0.592117606	-0.185412257	0.627974169	0.458733036	0.499693256	0.487736464
chang72/qi35	1.080273358	0.785835793	0.073142963	0.6351717	0.63198709	0.562176675	0.598601457
chang72/GN4095	1.552762309	0.747105574	-0.158603964	0.661325939	0.754432944	0.519273716	0.652178515
nan21-3/qi35	0.985777491	0.668388631	0.412678362	0.504275074	0.618163514	0.491213399	0.558436161
nan21-3/GN4095	1.286968629	1.000519465	-0.014764437	0.587636647	0.960079464	0.499228635	0.727470857
nan21-3/chang72	1.089346806	0.67061531	0.074328112	0.536732292	0.603290415	0.48269951	0.555419003
huobai/chang72	1.119713712	0.819500587	0.064908099	0.554469359	0.855435492	0.482437426	0.677702025
D15/E28	0.822875053	0.555146663	0.223442255	0.570253996	1.111649191	0.517219255	0.790158258
D15/K14	1.211233612	0.574378946	0.318013174	0.513145	1.186559489	0.49380506	0.829828923
D15/yi36	0.559777913	0.22829351	0.381272979	0.38894241	0.590847452	0.385487771	0.496553878
SC-9/D15	1.248370485	0.697938006	0.280134589	0.648072122	0.932947956	0.603972767	0.777860575
SC-9/K14	1.378909902	0.36964817	0.239969592	0.362092171	0.685014122	0.344953869	0.518866126
96201/D15	0.884533283	0.736372169	0.190379814	0.552985263	0.504180443	0.504714618	0.51096011
96201/SC-9	0.637116358	0.667239984	0.076189969	0.258027163	0.323682411	0.231687382	0.285106524
96201/yi36	1.475972911	0.87021086	0.345643096	0.544883029	0.56137386	0.52113163	0.536350231
jian1495b/shen5005	0.917833164	0.7001683	0.117394865	0.58642575	1.036417666	0.516723736	0.79096674
jian1495b/Va26	0.854006778	0.641397282	0.285965239	0.700247216	0.572518624	0.645539904	0.613985289
SC30-1/jian1495b	0.641391017	0.556552747	0.238402426	0.539456837	0.831553119	0.495049015	0.668338427
SC30-1/shen5005	0.999588123	0.617274597	0.025658495	0.397944318	0.296457283	0.33085631	0.312694836
SC30-1/Va26	1.003970254	0.803031737	0.064532636	0.663821807	0.567085168	0.576170432	0.57740424
SC30-1/NS501	0.181209029	0.196307336	0.063800136	0.098932039	0.087005791	0.096586976	0.100484179
SC30-1/PHW30	0.404916445	0.3130788	0.081176332	0.246931673	0.45704927	0.219407592	0.336873241
030-1/jian1495b	0.525605171	0.365098144	0.176897473	0.394355096	0.606404744	0.365463303	0.499989211
030-1/Va26	0.592108977	0.257098993	0.238002312	0.312926245	0.390179956	0.303833718	0.360689701
E601/SC30-1	0.27475851	0.284280755	0.057555034	0.26704039	0.524877802	0.234451774	0.368369205
E601/030-1	0.352736604	-0.028703494	0.0366954	0.034399528	0.539339276	0.025117157	0.269052932
SC24-1/SC30-1	0.41856529	0.201414743	0.031727902	0.199551873	0.23139684	0.17134383	0.213323043
SC24-1/030-1	0.522371966	0.393117127	0.097807725	0.351612939	0.52150448	0.31665153	0.428436947
Q1261/E601	0.576891634	0.532804407	0.330838966	0.247176614	0.942417713	0.257373493	0.57279357
Q1261/SC24-1	0.878153992	0.334423982	0.201907691	0.236818172	0.429518853	0.229265761	0.332970888
M101/E601	1.755988366	1.076317743	0.123919703	0.860752499	1.935207199	0.761111335	1.269700412
M101/SC24-1	0.996300732	0.604953737	-0.08477582	0.490712322	0.582969621	0.401890079	0.497322127
M101/Q1261	1.565430419	1.236626073	0.353804328	0.971549719	1.119167215	0.886845843	0.983504695
hai9-21/huotanghuang	0.658223175	0.532411029	0.019070169	0.394324531	0.488601706	0.355369056	0.417648669
hai9-21/yuanwu05	0.787625203	0.706166611	0.32092582	0.63431662	0.680730345	0.603962378	0.637705466
hai9-21/ji432	1.685697241	1.21969704	0.300128517	0.818214946	0.996331625	0.769476457	0.872863617
7903E/hai9-21	0.754134088	0.506525157	0.01842664	0.247701904	0.694871318	0.22009158	0.44328206
7903E/ji432	1.629035821	1.128830239	0.231303822	0.755096845	1.38682013	0.686886468	1.033136367
1145/PHT22	0.589297208	0.140439161	0.354716953	0.204408179	0.35006449	0.217873918	0.296059904
1145/S22	0.615278828	0.40910884	-0.008841051	0.358715017	0.713916353	0.306491765	0.508148503
1145/Sg1533	0.791304564	0.416423493	0.302470927	0.411392317	0.394317892	0.39967807	0.402800068
7146/S22	NA	0.476344561	-0.027276532	0.381557559	0.635698352	0.324146735	0.488614373
7146/Sg1533	NA	0.725615822	0.191041872	0.533818046	0.688475377	0.492087157	0.604130909
d140/1145	0.902466879	0.577160121	0.184629383	0.57014127	0.702512534	0.513879585	0.613738652
d140/7146	NA	0.476720471	0.030341123	0.471608865	0.311240841	0.405223671	0.361713624
chengzi2142/1145	0.336795796	0.109632891	0.284091491	0.23649493	0.318424936	0.247846586	0.287846386
chengzi2142/7146	NA	0.230283162	0.0868111	0.400793835	0.331191188	0.358705054	0.348975072
chengzi2142/d140	0.684978199	0.396023859	0.372858381	0.494335383	0.5018674	0.484250326	0.498520382
1101/7146	NA	0.55089161	0.005658231	0.500256901	0.592265247	0.433333255	0.5253835
1101/d140	1.030429479	0.667456708	0.130430216	0.664988574	0.582343881	0.599163155	0.600011483
1101/chengzi2142	0.819282414	0.402347457	0.255111648	0.465278135	0.403940535	0.437467055	0.424879095
1101/PHW30	0.830436077	0.413191665	0.046289729	0.447510437	0.551775109	0.40139646	0.488444965
SC11-1/d140	0.53919106	0.377142022	0.238278248	0.241195046	0.461120343	0.238054157	0.361057291
SC11-1/chengzi2142	0.25339266	0.197686553	0.207980703	0.210058844	0.35677018	0.202151679	0.297614921
PHW17/chengzi2142	0.49254729	0.19864504	0.440208005	0.304798113	0.440695902	0.324549561	0.389061823
PHW17/1101	0.740814211	0.434321061	0.307031822	0.44087017	0.489808421	0.424894549	0.459144014
PHW17/SC11-1	1.41358726	1.085297123	0.481082534	0.697562457	0.878855374	0.674066133	0.783432139
DF27/T24	0.28241358	0.06266303	0.072300145	0.119887763	0.159154061	0.114626956	0.144415535
DF27/IBB14	1.099169942	0.782436462	0.210500551	0.641327875	0.581315231	0.586957093	0.587464239
4722/7903E	1.482656692	1.072673488	0.032562167	0.66079665	1.348962193	0.55637436	0.929634528
4722/1101	0.836176039	0.371674941	0.061309544	0.467080332	0.665382472	0.415279481	0.551132429
4722/DF27	1.094092413	0.39820814	0.110905182	0.459073937	0.44267392	0.411397799	0.436042204
4722/HB8229	0.816740903	0.659760456	-0.084780834	0.605457558	0.743666944	0.491628982	0.625854364
4722/Sg1533	1.177108644	0.669068309	0.27541986	0.620330343	0.752882161	0.577756958	0.674060066
4722/IBB14	0.77166357	0.224623477	0.187316779	0.228793062	0.350523607	0.229074669	0.296514847
4722/807	0.362910527	0.199614762	0.052913076	0.118930408	0.067125869	0.117862047	0.102293726
MM402A/DF27	0.753902054	0.680269887	-0.041526257	0.425233378	0.506224715	0.360233607	0.445192873
MM402A/4722	0.698180444	0.719929115	-0.094041829	0.41175549	0.600748206	0.333042659	0.474350589
zhonghuang64/DF27	0.842012299	0.493857025	0.048175097	0.535715893	0.560700481	0.462721971	0.523182928
zhonghuang64/4722	1.205814346	0.949466585	0.01125342	0.60831239	0.807917619	0.517834831	0.670181669
zhonghuang64/MM402A	0.935578382	0.397438995	-0.018768729	0.332053602	0.326996916	0.27796945	0.310119109
H114/4722	1.884319014	0.929846792	-0.009095088	0.673512729	0.676395521	0.567587133	0.622588585
H114/MM402A	1.400219675	0.911603608	0.045793458	0.456167044	0.710837411	0.396544337	0.560266789
H114/zhonghuang64	1.148252773	0.397226954	-0.075856604	0.246986329	0.531658514	0.193894047	0.377971817
XF134/MM402A	0.775910525	0.671785572	0.114496108	0.464391932	0.51437768	0.423944102	0.479643635
XF134/zhonghuang64	0.999142427	0.588408755	-0.132132831	0.370658201	0.532396685	0.298510354	0.428625328
XF134/H114	0.944506417	0.248315056	-0.038737617	0.155123262	0.328298013	0.128144906	0.235902406
XF134/shuang741	0.69049048	0.479094082	0.171603445	0.515410076	0.639775237	0.476228154	0.563969154
zhonger02/zhonghuang64	0.737531709	0.407047619	-0.015025494	0.239219911	0.273110009	0.1916904	0.242938709
zhonger02/XF134	0.78760065	0.412179552	0.022178848	0.201569389	0.543147292	0.175456784	0.369417977
D1139/H114	1.44009772	0.540712074	0.021111338	0.436905159	0.566401666	0.377022584	0.471707458
D1139/XF134	1.384030138	0.677959511	0.01015367	0.464438524	0.712392806	0.399891305	0.570916628
D1139/zhonger02	0.980138423	0.577387651	-0.032623752	0.296487235	0.537010072	0.23895642	0.396814347
fu8701/equn3	0.624929997	0.067041913	0.166494031	0.354513488	0.518928439	0.330057083	0.430370256
fu8701/XF134	1.403603888	0.620482516	0.068067718	0.35622762	0.719203209	0.315786632	0.520992962
fu8701/zhonger02	1.288478042	0.891550558	0.052731225	0.517056919	0.986015887	0.443492803	0.70817007
fu8701/D1139	1.777174609	1.131212941	0.105179969	0.932525491	1.151714109	0.793162276	0.976402481
fu8701/A619	0.582976284	0.137392869	0.153411925	0.234911507	0.478645989	0.223213936	0.360940237
fu8701/FBHJ	0.643007992	0.172088359	0.385603528	0.240049418	0.425662823	0.250215174	0.349953288
Z31B/zhonger02	1.612847871	0.942419621	0.063519116	0.669520346	0.819788583	0.57807233	0.712335124
Z31B/D1139	1.522935702	1.027556025	0.120996466	0.828538069	1.037607384	0.716534453	0.894480552
liao5110/A619	0.37674905	0.078981453	0.227238331	0.25315827	0.45921278	0.252494254	0.370564855
yan103/NS501	-0.024815913	-0.137354702	0.200536336	-0.057164068	0.005012443	-0.030334688	-0.003287994
yan103/807	0.386115604	0.285098255	0.046404558	0.200691997	0.367667064	0.184658732	0.291966032
yan103/A554	0.727440996	0.274491897	0.350996633	0.363453313	0.443276614	0.359926679	0.404894208
C8605-2/liao5110	0.342409521	0.24879199	0.027675089	0.282407148	0.24163203	0.251944462	0.253914828
han21/liao5110	1.25297505	0.723001949	0.275488201	0.527116691	0.450897381	0.495814589	0.472764642
han21/IBB14	0.607205107	0.420447106	0.228820767	0.609375747	0.39212437	0.553158596	0.473963559
PHG71/han21	1.117773811	1.092297393	0.292877131	0.66606984	0.617687901	0.621171556	0.628771788
Lo1067/PHG71	0.909225019	0.575397481	0.290264931	0.42035775	0.934264018	0.404803587	0.66720078
Lo1067/PHWG5	1.020331985	0.580581496	0.048351241	0.710342777	1.042279048	0.611053714	0.832271864
M22/PHG71	0.689715895	0.375502753	0.125769036	0.291637265	0.626880573	0.256397078	0.441862959
M22/PHWG5	1.506395509	0.992187126	-0.101359551	0.76074513	1.187439537	0.611230026	0.900385208
yan156/PHWG5	2.432627144	1.599617515	0.072104456	1.16603299	1.524551824	0.984961899	1.2716841
yan156/M22	1.795987631	1.25575274	0.246175602	0.932234118	0.983051275	0.833830843	0.919768307
ZPON7/Lo1067	1.047892864	0.865921051	0.055234773	0.651413336	1.167190386	0.567587027	0.879273367
HBAI/M22	1.527119064	0.601466141	0.058496333	0.566472694	0.708901582	0.492440284	0.616824665
HBAI/yan156	1.288056956	0.726828958	0.319997541	0.7574614	0.780107607	0.702343665	0.754358742
HBAI/ZPON7	1.173539591	0.882031617	0.154622066	0.756467656	1.051556372	0.675327911	0.883835332
dan598/yan156	1.55616004	0.689454113	0.297544772	0.781599751	0.777873034	0.709729776	0.758785712
dan598/ZPON7	1.192927401	0.861811875	-0.065024429	0.817055725	0.642788773	0.674074533	0.657411636
dan598/HBAI	0.979338345	0.522710103	0.01302649	0.507267171	0.438685896	0.426668381	0.442848834
yu82/ZPON7	1.639719647	1.048254554	-0.000242429	0.942146908	1.032013691	0.805025473	0.934138122
yu82/HBAI	1.043014273	0.387706792	0.033980853	0.488678308	0.554146602	0.421804056	0.50987065
yu82/dan598	1.43860938	0.734447651	-0.102399009	0.68430799	0.759952785	0.553423405	0.673613883
yu82/PHT69	0.581343732	0.136547811	-0.060642716	0.40411327	0.442139405	0.328770288	0.389865427
91huang15/IBB14	1.084471828	0.622945774	0.09357623	0.574761111	0.857147084	0.503169689	0.694533701
91huang15/Lp215D	1.160063027	0.60986367	0.097191975	0.685479014	0.949351763	0.591537897	0.780420795
91huang15/1538	1.340305155	0.780164246	0.058900901	0.783673617	1.323615791	0.674962627	1.017575022
91huang15/M3736	1.397876453	1.08331856	0.014643269	1.095279327	1.661810104	0.878829885	1.259050927
PHG35/91huang15	0.811437194	0.427223676	0.129188226	0.407916015	0.334411668	0.370283097	0.363070411
PHG35/1538	0.723878568	0.366769437	0.091658854	0.406976046	0.352234582	0.362389239	0.366679787
PHG35/M3736	1.095241446	0.730964894	0.039871205	0.92918666	0.891797399	0.76952343	0.85159829
Lx9801/91huang15	0.567378219	0.343243162	0.16313163	0.326973634	0.33062866	0.304900522	0.32665964
Lx9801/PHG35	0.388949327	-0.002041757	0.074428407	0.062391436	0.101980459	0.052830815	0.093625359
Lx9801/A619	0.332924675	0.112920231	0.290249674	0.172477986	0.164336986	0.198065884	0.173351054
PHW20/91huang15	1.048974176	0.615754499	-0.0650145	0.466566286	0.617230557	0.38558408	0.514829632
PHW20/PHG35	0.665435947	0.409223774	0.084648485	0.318433864	0.480790805	0.286433199	0.405288639
XOP2/PHG35	0.751349289	0.301840398	0.23690523	0.377552685	0.73458927	0.355597219	0.558819195
XOP2/Lx9801	1.029556647	0.87759596	0.225962237	0.577871031	1.191457992	0.527409755	0.860123924
HHe01/1145	0.782649177	0.452219707	0.301326534	0.501272079	0.692168959	0.473637789	0.597651254
LH82/H114	1.08879347	0.293453085	0.030930291	0.217093181	0.763404307	0.189223422	0.469190593
LH82/zhonger02	1.168327311	0.445060687	0.292887467	0.371198954	1.081944896	0.364952168	0.7085553
LH82/zhangjin6	1.175479303	0.818542001	0.109867766	0.580680983	1.573551323	0.498569881	1.009627047
LH82/PHN37	0.625494269	0.612177637	0.275341964	0.313097231	1.257925741	0.308803835	0.732436487
W64A/LH82	0.969695531	0.50003379	0.17405993	0.447324038	0.634669332	0.407665806	0.513896215
wu126/PHK93	0.635454582	0.194463453	0.193199763	0.339591359	0.551165957	0.316706038	0.449913824
wu126/SW153	-0.049404224	-0.076979623	-0.207136314	-0.038674783	0.236736293	-0.062723952	0.104523626
wu126/LH82	1.090385694	0.630434096	0.169882242	0.552814518	1.132986747	0.500322657	0.829254675
wu126/W64A	1.737805237	0.996169323	0.048065951	0.807180407	0.930643718	0.70543578	0.824506373
wu126/W238	0.907941893	0.41056924	0.342740539	0.505428108	0.482410797	0.486559706	0.487100822
wu126/MBUB	0.376306283	0.06481124	0.038628119	0.160541709	0.293661473	0.1311924	0.23364178
wu126/A554	0.911043433	0.523755871	0.222422229	0.568727844	0.508700441	0.524663768	0.516284783
BCC03/wu126	1.065995035	0.427344558	0.346924185	0.523561146	1.026630271	0.49988418	0.792093786
BCC03/PHT77	0.641567302	0.337780667	0.332218923	0.459333796	0.539053584	0.450474908	0.49457198
757/BCC03	1.16437742	0.822950916	0.300405037	0.56052733	0.820075692	0.527863598	0.688734278
757/5707	0.312038017	-0.058616781	0.138654471	0.138207483	0.12204415	0.135532017	0.134423975
ji434/wu126	0.637181151	0.096825128	0.126850393	0.180823948	0.066903906	0.181320323	0.119293784
ji434/BCC03	0.663577424	0.460377729	0.035280115	0.295480165	0.558314777	0.258458588	0.415593381
ji434/757	0.604440095	0.29522014	0.017330264	0.188017016	0.373401272	0.165565817	0.282662973
ji434/NS501	0.180796165	0.062840187	-0.10798893	0.124181448	0.233143632	0.092475521	0.181216613
L473/BCC03	1.130628783	0.802508174	0.085798493	0.645624531	1.346402526	0.560647118	0.915502811
L473/757	1.793281568	0.918443764	0.038926598	0.62069415	1.024396815	0.530337735	0.78543809
L473/ji434	0.601806817	0.3511505	-0.063024935	0.264664294	0.401062086	0.21338518	0.309960676
L473/PHN37	0.275762819	0.182398712	0.224995619	0.104329704	0.526872612	0.120155952	0.30620105
L473/xuan6	0.747472517	0.23965049	0.245186685	0.48948438	0.673399445	0.457197018	0.55325861
W238/757	1.710169632	1.025890572	0.144525827	0.75509041	0.561338386	0.685037648	0.606815159
W238/ji434	0.980797769	0.544516837	0.207270817	0.50371397	0.312958867	0.470778721	0.377236545
W238/L473	0.961252975	0.58856844	0.242403144	0.663312964	0.86060701	0.617448208	0.750157208
yue89E4-2/zhonghuang64	0.736870108	0.331796199	-0.115443464	0.231655213	0.397316792	0.174763323	0.301443005
yue89E4-2/BCC03	1.134340682	0.645654848	0.069476138	0.437070931	0.598413977	0.380975061	0.482995441
yue89E4-2/ji434	1.368028825	0.872145218	-0.035311357	0.66722963	0.811470708	0.558748772	0.693340234
yue89E4-2/W238	0.976473875	0.525807291	0.43100662	0.502129337	0.378467392	0.519640242	0.433018892
yue89E4-2/2MA22	1.80809924	1.080043591	0.209562216	0.722244603	1.530821709	0.653116425	1.047974187
yue89E4-2/468-3	1.740293637	1.312244733	-0.045259175	0.893547994	1.083274178	0.754679865	0.934992464
6/L473	1.13434305	0.736704023	0.062531942	0.672746718	1.408020121	0.58825299	0.981168982
6/W238	0.932968894	0.436334763	0.444285104	0.532859477	0.361669849	0.528406611	0.431791297
6/yue89E4-2	1.698089842	1.168879998	-0.000332173	0.933829732	1.222810256	0.808572347	1.02481523
9058/W238	0.796079891	0.408470052	0.306963723	0.381040471	0.379820837	0.382546959	0.374531815
9058/yue89E4-2	2.367450564	1.60969461	0.044768308	1.115871007	1.599072862	0.946767517	1.266648359
9058/6	0.922089813	0.524121702	0.07148727	0.536601315	0.917982158	0.469986905	0.69622984
chang69/yue89E4-2	0.641893713	0.313395399	0.218777435	0.268455944	0.45862071	0.270202301	0.379137896
